[2026-03-10 23:24:52] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-10 23:24:53] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-10 23:24:53] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-10 23:24:54] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-10 23:24:54] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-10 23:24:55] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-10 23:24:57] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-10 23:24:57] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-10 23:24:57] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-10 23:24:58] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-10 23:24:59] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-10 23:25:00] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-10 23:25:00] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:25:00] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:25:01] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:25:01] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:25:02] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:25:02] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:25:02] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-10 23:25:03] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-10 23:25:03] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-10 23:25:03] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-10 23:25:04] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-10 23:25:04] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-10 23:26:00] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-10 23:26:01] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:26:01] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-10 23:26:01] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:26:02] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:26:02] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:26:02] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:26:02] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:26:02] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:26:02] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:26:03] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-10 23:26:03] KeyCaptured: 1001 ('?') | Source: keyboard_input
