[2026-04-05 17:14:20] FrameRendered: at 2026-04-05 17:14:20 | Source: renderer
[2026-04-05 17:14:21] InputReceived: key_code=13 | Source: keyboard_linux
[2026-04-05 17:14:21] FrameRendered: at 2026-04-05 17:14:21 | Source: renderer
[2026-04-05 17:14:21] FrameRendered: at 2026-04-05 17:14:21 | Source: renderer
[2026-04-05 17:14:22] InputReceived: key_code=57 | Source: keyboard_linux
[2026-04-05 17:14:22] FrameRendered: at 2026-04-05 17:14:22 | Source: renderer
[2026-04-05 17:14:23] InputReceived: key_code=13 | Source: keyboard_linux
[2026-04-05 17:14:23] FrameRendered: at 2026-04-05 17:14:23 | Source: renderer
[2026-04-05 17:14:23] FrameRendered: at 2026-04-05 17:14:23 | Source: renderer
[2026-04-05 17:14:24] InputReceived: key_code=13 | Source: keyboard_linux
[2026-04-05 17:14:24] FrameRendered: at 2026-04-05 17:14:24 | Source: renderer
[2026-04-05 17:14:24] InputReceived: key_code=1002 | Source: keyboard_linux
[2026-04-05 17:14:24] FrameRendered: at 2026-04-05 17:14:24 | Source: renderer
[2026-04-05 17:14:24] FrameRendered: at 2026-04-05 17:14:24 | Source: renderer
[2026-04-05 17:14:24] FrameRendered: at 2026-04-05 17:14:24 | Source: renderer
[2026-04-05 17:14:24] InputReceived: key_code=1002 | Source: keyboard_linux
[2026-04-05 17:14:24] FrameRendered: at 2026-04-05 17:14:24 | Source: renderer
[2026-04-05 17:14:25] FrameRendered: at 2026-04-05 17:14:25 | Source: renderer
[2026-04-05 17:14:25] InputReceived: key_code=13 | Source: keyboard_linux
[2026-04-05 17:14:25] PlaceTile: map=map_0001_z0.txt x=5 y=3 tile=#
[2026-04-05 17:14:25] FrameRendered: at 2026-04-05 17:14:25 | Source: renderer
[2026-04-05 17:14:25] InputReceived: key_code=1001 | Source: keyboard_linux
[2026-04-05 17:14:25] FrameRendered: at 2026-04-05 17:14:25 | Source: renderer
[2026-04-05 17:14:25] FrameRendered: at 2026-04-05 17:14:25 | Source: renderer
[2026-04-05 17:14:25] FrameRendered: at 2026-04-05 17:14:25 | Source: renderer
[2026-04-05 17:14:25] FrameRendered: at 2026-04-05 17:14:25 | Source: renderer
[2026-04-05 17:14:25] FrameRendered: at 2026-04-05 17:14:25 | Source: renderer
[2026-04-05 17:14:25] InputReceived: key_code=1001 | Source: keyboard_linux
[2026-04-05 17:14:25] FrameRendered: at 2026-04-05 17:14:25 | Source: renderer
[2026-04-05 17:14:25] FrameRendered: at 2026-04-05 17:14:25 | Source: renderer
[2026-04-05 17:14:26] InputReceived: key_code=1000 | Source: keyboard_linux
[2026-04-05 17:14:26] FrameRendered: at 2026-04-05 17:14:26 | Source: renderer
[2026-04-05 17:14:26] FrameRendered: at 2026-04-05 17:14:26 | Source: renderer
[2026-04-05 17:14:27] InputReceived: key_code=1000 | Source: keyboard_linux
[2026-04-05 17:14:27] FrameRendered: at 2026-04-05 17:14:27 | Source: renderer
[2026-04-05 17:14:27] FrameRendered: at 2026-04-05 17:14:27 | Source: renderer
[2026-04-05 17:14:27] InputReceived: key_code=127 | Source: keyboard_linux
[2026-04-05 17:14:27] PlaceTile: map=map_0001_z0.txt x=5 y=3 tile=.
[2026-04-05 17:14:27] FrameRendered: at 2026-04-05 17:14:27 | Source: renderer
[2026-04-05 17:14:27] FrameRendered: at 2026-04-05 17:14:27 | Source: renderer
[2026-04-05 17:14:27] InputReceived: key_code=1001 | Source: keyboard_linux
[2026-04-05 17:14:27] FrameRendered: at 2026-04-05 17:14:27 | Source: renderer
[2026-04-05 17:14:27] FrameRendered: at 2026-04-05 17:14:27 | Source: renderer
[2026-04-05 17:14:28] InputReceived: key_code=1001 | Source: keyboard_linux
[2026-04-05 17:14:28] FrameRendered: at 2026-04-05 17:14:28 | Source: renderer
[2026-04-05 17:14:28] FrameRendered: at 2026-04-05 17:14:28 | Source: renderer
[2026-04-05 17:14:28] FrameRendered: at 2026-04-05 17:14:28 | Source: renderer
[2026-04-05 17:14:29] InputReceived: key_code=24 | Source: keyboard_linux
