[2026-03-13 02:12:21] FrameRendered: at 2026-03-13 02:12:21 | Source: renderer
[2026-03-13 02:12:25] InputReceived: key_code=13 | Source: orchestrator
[2026-03-13 02:12:25] FrameRendered: at 2026-03-13 02:12:25 | Source: renderer
[2026-03-13 02:12:25] InputReceived: key_code=1003 | Source: orchestrator
[2026-03-13 02:12:25] FrameRendered: at 2026-03-13 02:12:25 | Source: renderer
[2026-03-13 02:12:25] InputReceived: key_code=13 | Source: orchestrator
[2026-03-13 02:12:26] FrameRendered: at 2026-03-13 02:12:26 | Source: renderer
[2026-03-13 02:12:26] InputReceived: key_code=1003 | Source: orchestrator
[2026-03-13 02:12:26] FrameRendered: at 2026-03-13 02:12:26 | Source: renderer
[2026-03-13 02:12:27] InputReceived: key_code=1003 | Source: orchestrator
[2026-03-13 02:12:27] FrameRendered: at 2026-03-13 02:12:27 | Source: renderer
[2026-03-13 02:12:27] InputReceived: key_code=1003 | Source: orchestrator
[2026-03-13 02:12:27] FrameRendered: at 2026-03-13 02:12:27 | Source: renderer
[2026-03-13 02:12:27] InputReceived: key_code=1003 | Source: orchestrator
[2026-03-13 02:12:27] FrameRendered: at 2026-03-13 02:12:27 | Source: renderer
[2026-03-13 02:12:28] InputReceived: key_code=13 | Source: orchestrator
[2026-03-13 02:12:28] FrameRendered: at 2026-03-13 02:12:28 | Source: renderer
[2026-03-13 02:12:29] InputReceived: key_code=13 | Source: orchestrator
[2026-03-13 02:12:29] FrameRendered: at 2026-03-13 02:12:29 | Source: renderer
[2026-03-13 02:12:29] InputReceived: key_code=1001 | Source: orchestrator
[2026-03-13 02:12:29] FrameRendered: at 2026-03-13 02:12:29 | Source: renderer
[2026-03-13 02:12:30] InputReceived: key_code=1003 | Source: orchestrator
[2026-03-13 02:12:30] FrameRendered: at 2026-03-13 02:12:30 | Source: renderer
