[2026-03-10 23:24:50] FrameRendered: at 2026-03-10 23:24:50 | Source: renderer
[2026-03-10 23:24:52] InputReceived: key_code=1003 | Source: keyboard_input
[2026-03-10 23:24:52] FrameRendered: at 2026-03-10 23:24:52 | Source: renderer
[2026-03-10 23:24:53] InputReceived: key_code=1002 | Source: keyboard_input
[2026-03-10 23:24:53] FrameRendered: at 2026-03-10 23:24:53 | Source: renderer
[2026-03-10 23:24:53] InputReceived: key_code=1003 | Source: keyboard_input
[2026-03-10 23:24:53] FrameRendered: at 2026-03-10 23:24:53 | Source: renderer
[2026-03-10 23:24:54] InputReceived: key_code=1002 | Source: keyboard_input
[2026-03-10 23:24:54] FrameRendered: at 2026-03-10 23:24:54 | Source: renderer
[2026-03-10 23:24:54] InputReceived: key_code=13 | Source: keyboard_input
[2026-03-10 23:24:54] FrameRendered: at 2026-03-10 23:24:54 | Source: renderer
[2026-03-10 23:24:55] InputReceived: key_code=13 | Source: keyboard_input
[2026-03-10 23:24:55] FrameRendered: at 2026-03-10 23:24:55 | Source: renderer
[2026-03-10 23:24:55] FrameRendered: at 2026-03-10 23:24:55 | Source: renderer
[2026-03-10 23:24:57] InputReceived: key_code=1003 | Source: keyboard_input
[2026-03-10 23:24:57] FrameRendered: at 2026-03-10 23:24:57 | Source: renderer
[2026-03-10 23:24:57] InputReceived: key_code=1003 | Source: keyboard_input
[2026-03-10 23:24:57] FrameRendered: at 2026-03-10 23:24:57 | Source: renderer
[2026-03-10 23:24:57] InputReceived: key_code=1003 | Source: keyboard_input
[2026-03-10 23:24:57] FrameRendered: at 2026-03-10 23:24:57 | Source: renderer
[2026-03-10 23:24:58] InputReceived: key_code=13 | Source: keyboard_input
[2026-03-10 23:24:58] FrameRendered: at 2026-03-10 23:24:58 | Source: renderer
[2026-03-10 23:24:58] FrameRendered: at 2026-03-10 23:24:58 | Source: renderer
[2026-03-10 23:24:59] InputReceived: key_code=1002 | Source: keyboard_input
[2026-03-10 23:24:59] FrameRendered: at 2026-03-10 23:24:59 | Source: renderer
[2026-03-10 23:25:00] InputReceived: key_code=13 | Source: keyboard_input
[2026-03-10 23:25:00] FrameRendered: at 2026-03-10 23:25:00 | Source: renderer
[2026-03-10 23:25:00] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:25:00] FrameRendered: at 2026-03-10 23:25:00 | Source: renderer
[2026-03-10 23:25:00] FrameRendered: at 2026-03-10 23:25:00 | Source: renderer
[2026-03-10 23:25:00] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:25:00] FrameRendered: at 2026-03-10 23:25:00 | Source: renderer
[2026-03-10 23:25:01] FrameRendered: at 2026-03-10 23:25:01 | Source: renderer
[2026-03-10 23:25:01] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:25:01] FrameRendered: at 2026-03-10 23:25:01 | Source: renderer
[2026-03-10 23:25:01] FrameRendered: at 2026-03-10 23:25:01 | Source: renderer
[2026-03-10 23:25:01] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:25:01] FrameRendered: at 2026-03-10 23:25:01 | Source: renderer
[2026-03-10 23:25:01] FrameRendered: at 2026-03-10 23:25:01 | Source: renderer
[2026-03-10 23:25:02] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:25:02] FrameRendered: at 2026-03-10 23:25:02 | Source: renderer
[2026-03-10 23:25:02] FrameRendered: at 2026-03-10 23:25:02 | Source: renderer
[2026-03-10 23:25:02] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:25:02] FrameRendered: at 2026-03-10 23:25:02 | Source: renderer
[2026-03-10 23:25:02] FrameRendered: at 2026-03-10 23:25:02 | Source: renderer
[2026-03-10 23:25:02] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 23:25:03] FrameRendered: at 2026-03-10 23:25:03 | Source: renderer
[2026-03-10 23:25:03] FrameRendered: at 2026-03-10 23:25:03 | Source: renderer
[2026-03-10 23:25:03] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 23:25:03] FrameRendered: at 2026-03-10 23:25:03 | Source: renderer
[2026-03-10 23:25:03] FrameRendered: at 2026-03-10 23:25:03 | Source: renderer
[2026-03-10 23:25:03] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 23:25:03] FrameRendered: at 2026-03-10 23:25:03 | Source: renderer
[2026-03-10 23:25:03] FrameRendered: at 2026-03-10 23:25:03 | Source: renderer
[2026-03-10 23:25:03] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 23:25:03] FrameRendered: at 2026-03-10 23:25:03 | Source: renderer
[2026-03-10 23:25:03] FrameRendered: at 2026-03-10 23:25:03 | Source: renderer
[2026-03-10 23:25:04] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 23:25:04] FrameRendered: at 2026-03-10 23:25:04 | Source: renderer
[2026-03-10 23:25:04] FrameRendered: at 2026-03-10 23:25:04 | Source: renderer
[2026-03-10 23:25:04] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 23:25:04] FrameRendered: at 2026-03-10 23:25:04 | Source: renderer
[2026-03-10 23:25:04] FrameRendered: at 2026-03-10 23:25:04 | Source: renderer
[2026-03-10 23:26:00] InputReceived: key_code=13 | Source: keyboard_input
[2026-03-10 23:26:00] FrameRendered: at 2026-03-10 23:26:00 | Source: renderer
[2026-03-10 23:26:00] FrameRendered: at 2026-03-10 23:26:00 | Source: renderer
[2026-03-10 23:26:01] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:01] FrameRendered: at 2026-03-10 23:26:01 | Source: renderer
[2026-03-10 23:26:01] FrameRendered: at 2026-03-10 23:26:01 | Source: renderer
[2026-03-10 23:26:01] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 23:26:01] FrameRendered: at 2026-03-10 23:26:01 | Source: renderer
[2026-03-10 23:26:01] FrameRendered: at 2026-03-10 23:26:01 | Source: renderer
[2026-03-10 23:26:01] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:01] FrameRendered: at 2026-03-10 23:26:01 | Source: renderer
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
