epoch word_index word pe_old pe_current pe_difference weight1_old weight1_current weight1_difference weight2_old weight2_current weight2_difference final_pe_change final_weight1_change final_weight2_change
5 1 Economics 0.000000 0.069380 0.069380 0.000000 0.008722 0.008722 0.000000 -0.000311 -0.000311 + + -
5 2 tracks 0.000000 -0.027815 -0.027815 0.000000 0.001402 0.001402 0.000000 -0.000050 -0.000050 - + -
5 3 money 0.000000 0.011461 0.011461 0.000000 0.000238 0.000238 0.000000 -0.000008 -0.000008 + + -
5 4 and 0.000000 -0.029749 -0.029749 0.000000 0.001604 0.001604 0.000000 -0.000057 -0.000057 - + -
5 5 trade. 0.000000 -0.017921 -0.017921 0.000000 0.000582 0.000582 0.000000 -0.000021 -0.000021 - + -
5 6 Supply 0.000000 0.032710 0.032710 0.000000 0.001939 0.001939 0.000000 -0.000069 -0.000069 + + -
5 7 demand 0.000000 -0.027754 -0.027754 0.000000 0.001396 0.001396 0.000000 -0.000050 -0.000050 - + -
5 8 set 0.000000 0.022220 0.022220 0.000000 0.000895 0.000895 0.000000 -0.000032 -0.000032 + + -
5 9 prices—scarce 0.000000 0.009954 0.009954 0.000000 0.000180 0.000180 0.000000 -0.000006 -0.000006 + + -
5 10 goods 0.000000 0.020766 0.020766 0.000000 0.000781 0.000781 0.000000 -0.000028 -0.000028 + + -
5 11 cost 0.000000 0.019486 0.019486 0.000000 0.000688 0.000688 0.000000 -0.000025 -0.000025 + + -
5 12 more. 0.000000 0.000879 0.000879 0.000000 0.000001 0.000001 0.000000 -0.000000 -0.000000 + + -
5 13 Markets 0.000000 -0.013347 -0.013347 0.000000 0.000323 0.000323 0.000000 -0.000012 -0.000012 - + -
5 14 exchange 0.000000 0.005646 0.005646 0.000000 0.000058 0.000058 0.000000 -0.000002 -0.000002 + + -
5 15 everything, 0.000000 0.004682 0.004682 0.000000 0.000040 0.000040 0.000000 -0.000001 -0.000001 + + -
5 16 from 0.000000 -0.038902 -0.038902 0.000000 0.002742 0.002742 0.000000 -0.000098 -0.000098 - + -
5 17 apples 0.000000 0.023672 0.023672 0.000000 0.001015 0.001015 0.000000 -0.000036 -0.000036 + + -
5 18 to 0.000000 0.028591 0.028591 0.000000 0.001481 0.001481 0.000000 -0.000053 -0.000053 + + -
5 19 stocks. 0.000000 -0.042669 -0.042669 0.000000 0.003299 0.003299 0.000000 -0.000118 -0.000118 - + -
5 20 Governments 0.000000 0.028057 0.028057 0.000000 0.001426 0.001426 0.000000 -0.000051 -0.000051 + + -
5 21 tax 0.000000 -0.029525 -0.029525 0.000000 0.001580 0.001580 0.000000 -0.000056 -0.000056 - + -
5 22 spend, 0.000000 -0.008204 -0.008204 0.000000 0.000122 0.000122 0.000000 -0.000004 -0.000004 - + -
5 23 influencing 0.000000 0.028400 0.028400 0.000000 0.001462 0.001462 0.000000 -0.000052 -0.000052 + + -
5 24 growth. 0.000000 -0.017578 -0.017578 0.000000 0.000560 0.000560 0.000000 -0.000020 -0.000020 - + -
5 25 Inflation 0.000000 -0.009879 -0.009879 0.000000 0.000177 0.000177 0.000000 -0.000006 -0.000006 - + -
5 26 erodes 0.000000 0.041793 0.041793 0.000000 0.003165 0.003165 0.000000 -0.000113 -0.000113 + + -
5 27 cash 0.000000 0.005007 0.005007 0.000000 0.000045 0.000045 0.000000 -0.000002 -0.000002 + + -
5 28 value 0.000000 -0.025189 -0.025189 0.000000 0.001150 0.001150 0.000000 -0.000041 -0.000041 - + -
5 29 over 0.000000 0.015420 0.015420 0.000000 0.000431 0.000431 0.000000 -0.000015 -0.000015 + + -
5 30 time. 0.000000 -0.045698 -0.045698 0.000000 0.003784 0.003784 0.000000 -0.000135 -0.000135 - + -
5 31 Labor 0.000000 -0.007448 -0.007448 0.000000 0.000101 0.000101 0.000000 -0.000004 -0.000004 - + -
5 32 earns 0.000000 0.040605 0.040605 0.000000 0.002988 0.002988 0.000000 -0.000107 -0.000107 + + -
5 33 wages, 0.000000 -0.024197 -0.024197 0.000000 0.001061 0.001061 0.000000 -0.000038 -0.000038 - + -
5 34 capital 0.000000 0.034714 0.034714 0.000000 0.002184 0.002184 0.000000 -0.000078 -0.000078 + + -
5 35 profit. 0.000000 0.018458 0.018458 0.000000 0.000617 0.000617 0.000000 -0.000022 -0.000022 + + -
5 36 Theories 0.000000 0.044603 0.044603 0.000000 0.003605 0.003605 0.000000 -0.000129 -0.000129 + + -
5 37 debate 0.000000 -0.020279 -0.020279 0.000000 0.000745 0.000745 0.000000 -0.000027 -0.000027 - + -
5 38 free 0.000000 -0.043136 -0.043136 0.000000 0.003372 0.003372 0.000000 -0.000120 -0.000120 - + -
5 39 markets 0.000000 0.018551 0.018551 0.000000 0.000624 0.000624 0.000000 -0.000022 -0.000022 + + -
5 40 versus 0.000000 0.020396 0.020396 0.000000 0.000754 0.000754 0.000000 -0.000027 -0.000027 + + -
5 41 control. 0.000000 -0.030879 -0.030879 0.000000 0.001728 0.001728 0.000000 -0.000062 -0.000062 - + -
5 42 predicts 0.000000 -0.038823 -0.038823 0.000000 0.002731 0.002731 0.000000 -0.000097 -0.000097 - + -
5 43 trends, 0.000000 0.003356 0.003356 0.000000 0.000020 0.000020 0.000000 -0.000001 -0.000001 + + -
5 44 like 0.000000 0.021833 0.021833 0.000000 0.000864 0.000864 0.000000 -0.000031 -0.000031 + + -
5 45 recessions. 0.000000 0.008706 0.008706 0.000000 0.000137 0.000137 0.000000 -0.000005 -0.000005 + + -
5 46 end_token 0.000000 0.014251 0.014251 0.000000 0.000368 0.000368 0.000000 -0.000013 -0.000013 + + -
10 1 Economics 0.069380 0.106195 0.036815 0.008722 0.020435 0.011713 -0.000311 -0.002410 -0.002099 + + -
10 2 tracks -0.027815 -0.026289 0.001526 0.001402 0.001252 -0.000150 -0.000050 -0.000148 -0.000098 + - -
10 3 money 0.011461 0.010833 -0.000629 0.000238 0.000213 -0.000025 -0.000008 -0.000025 -0.000017 - - -
10 4 and -0.029749 -0.073743 -0.043994 0.001604 0.009854 0.008250 -0.000057 -0.001162 -0.001105 - + -
10 5 trade. -0.017921 -0.016938 0.000983 0.000582 0.000520 -0.000062 -0.000021 -0.000061 -0.000041 + - -
10 6 Supply 0.032710 0.030916 -0.001795 0.001939 0.001732 -0.000207 -0.000069 -0.000204 -0.000135 - - -
10 7 demand -0.027754 -0.026232 0.001523 0.001396 0.001247 -0.000149 -0.000050 -0.000147 -0.000097 + - -
10 8 set 0.022220 0.021001 -0.001219 0.000895 0.000799 -0.000095 -0.000032 -0.000094 -0.000062 - - -
10 9 prices—scarce 0.009954 0.009408 -0.000546 0.000180 0.000160 -0.000019 -0.000006 -0.000019 -0.000013 - - -
10 10 goods 0.020766 0.019627 -0.001139 0.000781 0.000698 -0.000083 -0.000028 -0.000082 -0.000054 - - -
10 11 cost 0.019486 0.018417 -0.001069 0.000688 0.000615 -0.000073 -0.000025 -0.000072 -0.000048 - - -
10 12 more. 0.000879 0.000831 -0.000048 0.000001 0.000001 -0.000000 -0.000000 -0.000000 -0.000000 - - -
10 13 Markets -0.013347 -0.012615 0.000732 0.000323 0.000288 -0.000034 -0.000012 -0.000034 -0.000022 + - -
10 14 exchange 0.005646 0.005336 -0.000310 0.000058 0.000052 -0.000006 -0.000002 -0.000006 -0.000004 - - -
10 15 everything, 0.004682 0.004425 -0.000257 0.000040 0.000035 -0.000004 -0.000001 -0.000004 -0.000003 - - -
10 16 from -0.038902 -0.036768 0.002134 0.002742 0.002450 -0.000293 -0.000098 -0.000289 -0.000191 + - -
10 17 apples 0.023672 0.022373 -0.001299 0.001015 0.000907 -0.000108 -0.000036 -0.000107 -0.000071 - - -
10 18 to 0.028591 0.027022 -0.001568 0.001481 0.001323 -0.000158 -0.000053 -0.000156 -0.000103 - - -
10 19 stocks. -0.042669 -0.040328 0.002341 0.003299 0.002947 -0.000352 -0.000118 -0.000348 -0.000230 + - -
10 20 Governments 0.028057 0.026517 -0.001539 0.001426 0.001274 -0.000152 -0.000051 -0.000150 -0.000099 - - -
10 21 tax -0.029525 -0.027905 0.001620 0.001580 0.001411 -0.000169 -0.000056 -0.000166 -0.000110 + - -
10 22 spend, -0.008204 -0.007754 0.000450 0.000122 0.000109 -0.000013 -0.000004 -0.000013 -0.000008 + - -
10 23 influencing 0.028400 0.026842 -0.001558 0.001462 0.001306 -0.000156 -0.000052 -0.000154 -0.000102 - - -
10 24 growth. -0.017578 -0.016613 0.000964 0.000560 0.000500 -0.000060 -0.000020 -0.000059 -0.000039 + - -
10 25 Inflation -0.009879 -0.009337 0.000542 0.000177 0.000158 -0.000019 -0.000006 -0.000019 -0.000012 + - -
10 26 erodes 0.041793 0.039500 -0.002293 0.003165 0.002827 -0.000338 -0.000113 -0.000333 -0.000220 - - -
10 27 cash 0.005007 0.004732 -0.000275 0.000045 0.000041 -0.000005 -0.000002 -0.000005 -0.000003 - - -
10 28 value -0.025189 -0.023808 0.001382 0.001150 0.001027 -0.000123 -0.000041 -0.000121 -0.000080 + - -
10 29 over 0.015420 0.014574 -0.000846 0.000431 0.000385 -0.000046 -0.000015 -0.000045 -0.000030 - - -
10 30 time. -0.045698 -0.043191 0.002507 0.003784 0.003380 -0.000404 -0.000135 -0.000399 -0.000264 + - -
10 31 Labor -0.007448 -0.007039 0.000409 0.000101 0.000090 -0.000011 -0.000004 -0.000011 -0.000007 + - -
10 32 earns 0.040605 0.062151 0.021546 0.002988 0.007000 0.004012 -0.000107 -0.000825 -0.000719 + + -
