epoch word_index word pe_old pe_current pe_difference weight1_old weight1_current weight1_difference weight2_old weight2_current weight2_difference final_pe_change final_weight1_change final_weight2_change
5 1 Programming 0.000000 0.014173 0.014173 0.000000 -0.000223 -0.000223 0.000000 -0.000042 -0.000042 + - -
5 2 instructs 0.000000 -0.035431 -0.035431 0.000000 -0.001394 -0.001394 0.000000 -0.000263 -0.000263 - - -
5 3 computers 0.000000 -0.041378 -0.041378 0.000000 -0.001901 -0.001901 0.000000 -0.000358 -0.000358 - - -
5 4 with 0.000000 -0.033391 -0.033391 0.000000 -0.001238 -0.001238 0.000000 -0.000233 -0.000233 - - -
5 5 code. 0.000000 -0.001845 -0.001845 0.000000 -0.000004 -0.000004 0.000000 -0.000001 -0.000001 - - -
5 6 C 0.000000 -0.002602 -0.002602 0.000000 -0.000008 -0.000008 0.000000 -0.000001 -0.000001 - - -
5 7 uses 0.000000 -0.017829 -0.017829 0.000000 -0.000353 -0.000353 0.000000 -0.000067 -0.000067 - - -
5 8 syntax 0.000000 0.035830 0.035830 0.000000 -0.001425 -0.001425 0.000000 -0.000269 -0.000269 + - -
5 9 like 0.000000 -0.029288 -0.029288 0.000000 -0.000952 -0.000952 0.000000 -0.000180 -0.000180 - - -
5 10 loops 0.000000 0.037327 0.037327 0.000000 -0.001547 -0.001547 0.000000 -0.000292 -0.000292 + - -
5 11 (for, 0.000000 0.022553 0.022553 0.000000 -0.000565 -0.000565 0.000000 -0.000106 -0.000106 + - -
5 12 while) 0.000000 -0.011911 -0.011911 0.000000 -0.000158 -0.000158 0.000000 -0.000030 -0.000030 - - -
5 13 and 0.000000 -0.009734 -0.009734 0.000000 -0.000105 -0.000105 0.000000 -0.000020 -0.000020 - - -
5 14 conditionals 0.000000 -0.033848 -0.033848 0.000000 -0.001272 -0.001272 0.000000 -0.000240 -0.000240 - - -
5 15 (if-else). 0.000000 0.031283 0.031283 0.000000 -0.001086 -0.001086 0.000000 -0.000205 -0.000205 + - -
5 16 Variables 0.000000 -0.007357 -0.007357 0.000000 -0.000060 -0.000060 0.000000 -0.000011 -0.000011 - - -
5 17 store 0.000000 0.019176 0.019176 0.000000 -0.000408 -0.000408 0.000000 -0.000077 -0.000077 + - -
