word_index word embedding1 pe_weight1 weight1 weight2 bias1 bias2 bias3 bias4
1 Programming 0.105354 -0.031919 0.019149 -0.002043 0.000000 0.000000 0.000000 0.000000
2 instructs -0.033511 0.010153 0.001937 -0.000207 0.000000 0.000000 0.000000 0.000000
3 computers -0.015920 0.004823 0.000437 -0.000047 0.000000 0.000000 0.000000 0.000000
4 with -0.029135 0.008827 0.001464 -0.000156 0.000000 0.000000 0.000000 0.000000
5 code. -0.001789 0.000542 0.000006 -0.000001 0.000000 0.000000 0.000000 0.000000
6 C -0.002057 0.000623 0.000007 -0.000001 0.000000 0.000000 0.000000 0.000000
7 uses -0.012309 0.003729 0.000261 -0.000028 0.000000 0.000000 0.000000 0.000000
8 syntax 0.018077 -0.005477 0.000564 -0.000060 0.000000 0.000000 0.000000 0.000000
9 like -0.092151 0.027919 0.014651 -0.001563 0.000000 0.000000 0.000000 0.000000
10 loops 0.016605 -0.005031 0.000476 -0.000051 0.000000 0.000000 0.000000 0.000000
11 (for, 0.007753 -0.002349 0.000104 -0.000011 0.000000 0.000000 0.000000 0.000000
12 while) -0.006092 0.001846 0.000064 -0.000007 0.000000 0.000000 0.000000 0.000000
13 and -0.006870 0.002081 0.000081 -0.000009 0.000000 0.000000 0.000000 0.000000
14 conditionals -0.021702 0.006575 0.000813 -0.000087 0.000000 0.000000 0.000000 0.000000
15 (if-else). 0.044502 -0.013483 0.003417 -0.000365 0.000000 0.000000 0.000000 0.000000
16 Variables -0.003990 0.001209 0.000027 -0.000003 0.000000 0.000000 0.000000 0.000000
17 store 0.005853 -0.001773 0.000059 -0.000006 0.000000 0.000000 0.000000 0.000000
18 data—integers, 0.008525 -0.002583 0.000125 -0.000013 0.000000 0.000000 0.000000 0.000000
19 floats, 0.011906 -0.003607 0.000245 -0.000026 0.000000 0.000000 0.000000 0.000000
20 strings. 0.011410 -0.003457 0.000225 -0.000024 0.000000 0.000000 0.000000 0.000000
21 Functions 0.048319 -0.014639 0.004028 -0.000430 0.000000 0.000000 0.000000 0.000000
22 organize 0.013100 -0.003969 0.000296 -0.000032 0.000000 0.000000 0.000000 0.000000
23 tasks, -0.110872 0.033590 0.021208 -0.002263 0.000000 0.000000 0.000000 0.000000
24 adding 0.001013 -0.000307 0.000002 -0.000000 0.000000 0.000000 0.000000 0.000000
25 numbers. -0.000984 0.000298 0.000002 -0.000000 0.000000 0.000000 0.000000 0.000000
26 Algorithms -0.018892 0.005724 0.000616 -0.000066 0.000000 0.000000 0.000000 0.000000
27 solve -0.046232 0.014007 0.003687 -0.000393 0.000000 0.000000 0.000000 0.000000
28 problems, 0.023953 -0.007257 0.000990 -0.000106 0.000000 0.000000 0.000000 0.000000
29 sorting -0.000785 0.000238 0.000001 -0.000000 0.000000 0.000000 0.000000 0.000000
30 lists -0.067689 0.020507 0.007905 -0.000843 0.000000 0.000000 0.000000 0.000000
31 efficiently. -0.012788 0.003874 0.000282 -0.000030 0.000000 0.000000 0.000000 0.000000
32 Debugging 0.048721 -0.014761 0.004095 -0.000437 0.000000 0.000000 0.000000 0.000000
33 finds 0.000795 -0.000241 0.000001 -0.000000 0.000000 0.000000 0.000000 0.000000
34 errors -0.006549 0.001984 0.000074 -0.000008 0.000000 0.000000 0.000000 0.000000
35 in 0.002513 -0.000761 0.000011 -0.000001 0.000000 0.000000 0.000000 0.000000
36 logic 0.013173 -0.003991 0.000299 -0.000032 0.000000 0.000000 0.000000 0.000000
37 or 0.021083 -0.006387 0.000767 -0.000082 0.000000 0.000000 0.000000 0.000000
38 syntax. 0.009461 -0.002866 0.000154 -0.000016 0.000000 0.000000 0.000000 0.000000
39 Languages 0.017308 -0.005244 0.000517 -0.000055 0.000000 0.000000 0.000000 0.000000
40 evolve—Python 0.008022 -0.002430 0.000111 -0.000012 0.000000 0.000000 0.000000 0.000000
41 simplifies, -0.006501 0.001970 0.000073 -0.000008 0.000000 0.000000 0.000000 0.000000
42 C++ 0.008043 -0.002437 0.000112 -0.000012 0.000000 0.000000 0.000000 0.000000
43 adds 0.026046 -0.007891 0.001170 -0.000125 0.000000 0.000000 0.000000 0.000000
44 power. 0.010454 -0.003167 0.000189 -0.000020 0.000000 0.000000 0.000000 0.000000
45 builds -0.028152 0.008529 0.001367 -0.000146 0.000000 0.000000 0.000000 0.000000
46 software, 0.025190 -0.007632 0.001095 -0.000117 0.000000 0.000000 0.000000 0.000000
47 from -0.009576 0.002901 0.000158 -0.000017 0.000000 0.000000 0.000000 0.000000
48 games 0.014496 -0.004392 0.000363 -0.000039 0.000000 0.000000 0.000000 0.000000
49 to -0.018193 0.005512 0.000571 -0.000061 0.000000 0.000000 0.000000 0.000000
50 apps. -0.014729 0.004462 0.000374 -0.000040 0.000000 0.000000 0.000000 0.000000
51 end_token -0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000
